[label]	uniprot	disease_label
Cyclin-dependent-like kinase 5	Q00535	dementia
Cyclin-dependent-like kinase 5	Q00535	amyotrophic lateral sclerosis
Cyclin-dependent-like kinase 5	Q00535	cancer
Cyclin-dependent-like kinase 5	Q00535	Parkinson's disease
Cyclin-dependent-like kinase 5	Q00535	brain disease
Cyclin-g-associated kinase	O14976	Parkinson's disease
Cysteinyl leukotriene receptor 1	Q9Y271	allergic rhinitis
Cysteinyl leukotriene receptor 1	Q9Y271	allergic hypersensitivity disease
Cysteinyl leukotriene receptor 1	Q9Y271	common cold
Cysteinyl leukotriene receptor 1	Q9Y271	hypereosinophilic syndrome
Cysteinyl leukotriene receptor 1	Q9Y271	urticaria
Cysteinyl leukotriene receptor 2	Q9NS75	allergic rhinitis
Cysteinyl leukotriene receptor 2	Q9NS75	urticaria
Cystic fibrosis transmembrane conductance regulator	P13569	carcinoma
Cystic fibrosis transmembrane conductance regulator	P13569	bronchitis
Cystic fibrosis transmembrane conductance regulator	P13569	common cold
Cystic fibrosis transmembrane conductance regulator	P13569	aspergillosis
Cystic fibrosis transmembrane conductance regulator	P13569	autosomal dominant polycystic kidney disease
Cystic fibrosis transmembrane conductance regulator	P13569	diarrhea
Cystic fibrosis transmembrane conductance regulator	P13569	steatorrhea
Cystic fibrosis transmembrane conductance regulator	P13569	cholera
Cystic fibrosis transmembrane conductance regulator	P13569	infertility
Cystic fibrosis transmembrane conductance regulator	P13569	sinusitis
Cystic fibrosis transmembrane conductance regulator	P13569	exocrine pancreatic insufficiency
Cytochrome b-245 heavy chain	P04839	cerebrovascular disease
Cytochrome b-245 heavy chain	P04839	toxic encephalopathy
Cytochrome b-245 heavy chain	P04839	heart disease
Cytochrome b-245 heavy chain	P04839	neurodegenerative disease
Cytochrome b-245 heavy chain	P04839	kidney disease
Cytochrome b-245 heavy chain	P04839	diabetes mellitus
Cytochrome b-245 heavy chain	P04839	obstructive sleep apnea
Cytochrome b-245 heavy chain	P04839	atherosclerosis
Cytochrome b-245 heavy chain	P04839	hypertension
Cytochrome b-245 heavy chain	P04839	Duchenne muscular dystrophy
Cytoplasmic tyrosine-protein kinase bmx	P51813	Wernicke encephalopathy
Cytoplasmic tyrosine-protein kinase bmx	P51813	agammaglobulinemia
Cytoplasmic tyrosine-protein kinase bmx	P51813	beriberi
Cytoplasmic tyrosine-protein kinase bmx	P51813	cancer
Cytoplasmic tyrosine-protein kinase bmx	P51813	ariboflavinosis
D(1B) dopamine receptor	P21918	ectropion
D(1B) dopamine receptor	P21918	schizophrenia
D(1B) dopamine receptor	P21918	apraxia
D(1B) dopamine receptor	P21918	ptosis
D(1B) dopamine receptor	P21918	lagophthalmos
D(1B) dopamine receptor	P21918	Gilles de la Tourette syndrome
D(1B) dopamine receptor	P21918	conduct disorder
D(1B) dopamine receptor	P21918	entropion
D(1a) dopamine receptor	P21728	Huntington's disease
D(1a) dopamine receptor	P21728	paronychia
D(1a) dopamine receptor	P21728	bipolar disorder
D(1a) dopamine receptor	P21728	heroin dependence
D(1a) dopamine receptor	P21728	pathological gambling
D(1a) dopamine receptor	P21728	attention deficit hyperactivity disorder
D(1a) dopamine receptor	P21728	substance abuse
D(1a) dopamine receptor	P21728	synpolydactyly
D(1a) dopamine receptor	P21728	Parkinson's disease
D(1a) dopamine receptor	P21728	alcohol dependence
D(1a) dopamine receptor	P21728	nicotine dependence
D(2) dopamine receptor	P14416	obesity
D(2) dopamine receptor	P14416	Gilles de la Tourette syndrome
D(2) dopamine receptor	P14416	major depressive disorder
D(2) dopamine receptor	P14416	heroin dependence
D(2) dopamine receptor	P14416	alexithymia
D(2) dopamine receptor	P14416	delusional disorder
D(2) dopamine receptor	P14416	brain disease
D(2) dopamine receptor	P14416	schizophreniform disorder
D(2) dopamine receptor	P14416	Huntington's disease
D(2) dopamine receptor	P14416	cocaine dependence
D(2) dopamine receptor	P14416	pituitary adenoma
D(2) dopamine receptor	P14416	adenoma
D(2) dopamine receptor	P14416	pathological gambling
D(2) dopamine receptor	P14416	hyperprolactinemia
D(2) dopamine receptor	P14416	conduct disorder
D(2) dopamine receptor	P14416	anxiety disorder
D(2) dopamine receptor	P14416	bipolar disorder
D(2) dopamine receptor	P14416	stuttering
D(2) dopamine receptor	P14416	antisocial personality disorder
D(2) dopamine receptor	P14416	schizoaffective disorder
D(2) dopamine receptor	P14416	eating disorder
D(3) dopamine receptor	P35462	pathological gambling
D(3) dopamine receptor	P35462	Parkinson's disease
D(3) dopamine receptor	P35462	attention deficit hyperactivity disorder
D(3) dopamine receptor	P35462	Gilles de la Tourette syndrome
D(3) dopamine receptor	P35462	alcohol dependence
D(3) dopamine receptor	P35462	cocaine dependence
D(3) dopamine receptor	P35462	lingual-facial-buccal dyskinesia
D(3) dopamine receptor	P35462	bipolar disorder
D(3) dopamine receptor	P35462	autistic disorder
D(3) dopamine receptor	P35462	substance abuse
D(4) dopamine receptor	P21917	chronic tic disorder
D(4) dopamine receptor	P21917	personality disorder
D(4) dopamine receptor	P21917	bipolar disorder
D(4) dopamine receptor	P21917	alcohol dependence
D(4) dopamine receptor	P21917	substance abuse
D(4) dopamine receptor	P21917	pathological gambling
D(4) dopamine receptor	P21917	obsessive-compulsive disorder
D(4) dopamine receptor	P21917	eating disorder
D(4) dopamine receptor	P21917	schizoaffective disorder
D(4) dopamine receptor	P21917	nicotine dependence
D(4) dopamine receptor	P21917	autistic disorder
D(4) dopamine receptor	P21917	Gilles de la Tourette syndrome
D(4) dopamine receptor	P21917	seasonal affective disorder
D(4) dopamine receptor	P21917	delusional disorder
D(4) dopamine receptor	P21917	heroin dependence
D(4) dopamine receptor	P21917	major depressive disorder
Death-associated protein kinase 1	P53355	pancreatic cancer
Death-associated protein kinase 1	P53355	cognitive disorder
Death-associated protein kinase 1	P53355	carcinoma
Delta-type opioid receptor	P41143	heroin dependence
Delta-type opioid receptor	P41143	cocaine dependence
Delta-type opioid receptor	P41143	neonatal abstinence syndrome
Delta-type opioid receptor	P41143	eating disorder
Delta-type opioid receptor	P41143	alcohol dependence
Deoxycytidine kinase	P27707	purine nucleoside phosphorylase deficiency
Deoxycytidine kinase	P27707	cancer
Deoxyguanosine kinase, mitochondrial	Q16854	ophthalmoplegia
Deoxyguanosine kinase, mitochondrial	Q16854	mitochondrial myopathy
Deoxyguanosine kinase, mitochondrial	Q16854	Pearson syndrome
Deoxyguanosine kinase, mitochondrial	Q16854	Alpers syndrome
Diacylglycerol kinase eta	Q86XP1	major depressive disorder
Diacylglycerol kinase eta	Q86XP1	breast cancer
Diacylglycerol kinase eta	Q86XP1	nephrolithiasis
Diacylglycerol kinase eta	Q86XP1	extra-adrenal pheochromocytoma
Diacylglycerol kinase theta	P52824	Parkinson's disease
Discoidin domain-containing receptor 2	Q16832	cancer
Discoidin domain-containing receptor 2	Q16832	osteoarthritis
Dna-dependent protein kinase catalytic subunit	P78527	carcinoma
Dna-dependent protein kinase catalytic subunit	P78527	DNA ligase IV deficiency
Dna-dependent protein kinase catalytic subunit	P78527	Werner syndrome
Dna-dependent protein kinase catalytic subunit	P78527	ataxia telangiectasia
Dual serine/threonine and tyrosine protein kinase	Q6XUX3	vesicoureteral reflux
Dual specificity mitogen-activated protein kinase kinase 1	Q02750	carcinoma
Dual specificity mitogen-activated protein kinase kinase 1	Q02750	vascular disease
Dual specificity mitogen-activated protein kinase kinase 1	Q02750	Langerhans-cell histiocytosis
Dual specificity mitogen-activated protein kinase kinase 1	Q02750	LEOPARD syndrome
Dual specificity mitogen-activated protein kinase kinase 2	P36507	Costello syndrome
Dual specificity mitogen-activated protein kinase kinase 2	P36507	LEOPARD syndrome
Dual specificity mitogen-activated protein kinase kinase 2	P36507	congenital heart disease
Dual specificity mitogen-activated protein kinase kinase 3	P46734	cancer
Dual specificity mitogen-activated protein kinase kinase 4	P45985	cancer
Dual specificity mitogen-activated protein kinase kinase 4	P45985	carcinoma
Dual specificity mitogen-activated protein kinase kinase 5	Q13163	acquired metabolic disease
Dual specificity mitogen-activated protein kinase kinase 6	P52564	cancer
Dual specificity mitogen-activated protein kinase kinase 6	P52564	rheumatoid arthritis
Dual specificity mitogen-activated protein kinase kinase 7	O14733	toxic encephalopathy
Dual specificity mitogen-activated protein kinase kinase 7	O14733	cardiofaciocutaneous syndrome
Dual specificity mitogen-activated protein kinase kinase 7	O14733	vascular disease
Dual specificity mitogen-activated protein kinase kinase 7	O14733	Costello syndrome
Dual specificity mitogen-activated protein kinase kinase 7	O14733	paronychia
Dual specificity mitogen-activated protein kinase kinase 7	O14733	exanthem
Dual specificity mitogen-activated protein kinase kinase 7	O14733	Noonan syndrome
Dual specificity mitogen-activated protein kinase kinase 7	O14733	diarrhea
Dual specificity protein kinase ttk	P33981	carcinoma
Dual specificity protein kinase ttk	P33981	cancer
Dual specificity protein kinase ttk	P33981	chronic polyneuropathy
Dual specificity testis-specific protein kinase 2	Q96S53	alcohol dependence
Dual specificity tyrosine-phosphorylation-regulated kinase 1a	Q13627	Alzheimer's disease
Dual specificity tyrosine-phosphorylation-regulated kinase 1a	Q13627	microcephaly
Dual specificity tyrosine-phosphorylation-regulated kinase 1a	Q13627	hyperhomocysteinemia
Dual specificity tyrosine-phosphorylation-regulated kinase 1b	Q9Y463	cancer
Dual specificity tyrosine-phosphorylation-regulated kinase 1b	Q9Y463	Down syndrome
Dual specificity tyrosine-phosphorylation-regulated kinase 2	Q92630	Down syndrome
Dual specificity tyrosine-phosphorylation-regulated kinase 3	O43781	Down syndrome
Dual specificity tyrosine-phosphorylation-regulated kinase 4	Q9NR20	Down syndrome
Endothelin b receptor	P24530	carcinoma
Endothelin b receptor	P24530	cancer
Endothelin b receptor	P24530	Goldberg-Shprintzen syndrome
Endothelin b receptor	P24530	multiple endocrine neoplasia type 2B
Endothelin b receptor	P24530	multiple endocrine neoplasia type 2A
Endothelin b receptor	P24530	hepatopulmonary syndrome
Endothelin b receptor	P24530	kidney disease
Endothelin b receptor	P24530	tuberculosis
Endothelin b receptor	P24530	Mowat-Wilson syndrome
Endothelin b receptor	P24530	heart disease
Endothelin b receptor	P24530	ABCD syndrome
Endothelin b receptor	P24530	cerebrovascular disease
Endothelin b receptor	P24530	sensorineural hearing loss
Endothelin b receptor	P24530	constipation
Endothelin b receptor	P24530	toxic shock syndrome
Endothelin b receptor	P24530	intestinal obstruction
Endothelin-1 receptor	P25101	cancer
Endothelin-1 receptor	P25101	intracranial aneurysm
Endothelin-1 receptor	P25101	kidney disease
Endothelin-1 receptor	P25101	tuberculosis
Endothelin-1 receptor	P25101	dental caries
Endothelin-1 receptor	P25101	scarlet fever
Endothelin-1 receptor	P25101	mandibulofacial dysostosis with alopecia
Endothelin-1 receptor	P25101	heart disease
Endothelin-1 receptor	P25101	portal hypertension
Endothelin-1 receptor	P25101	systemic scleroderma
Ephrin type-a receptor 1	P21709	placenta praevia
Ephrin type-a receptor 1	P21709	placental insufficiency
Ephrin type-a receptor 1	P21709	hypertension
Ephrin type-a receptor 1	P21709	cancer
Ephrin type-a receptor 1	P21709	proteinuria
Ephrin type-a receptor 1	P21709	carcinoma
Ephrin type-a receptor 1	P21709	Alzheimer's disease
Ephrin type-a receptor 1	P21709	craniofrontonasal syndrome
Ephrin type-a receptor 2	P29317	cancer
Ephrin type-a receptor 2	P29317	carcinoma
Ephrin type-a receptor 3	P29320	Wernicke encephalopathy
Ephrin type-a receptor 3	P29320	carcinoma
Ephrin type-a receptor 3	P29320	cancer
Ephrin type-a receptor 3	P29320	ariboflavinosis
Ephrin type-a receptor 3	P29320	Kummell's disease
Ephrin type-a receptor 3	P29320	kidney cancer
Ephrin type-a receptor 3	P29320	orofacial cleft
Ephrin type-a receptor 3	P29320	beriberi
Ephrin type-a receptor 4	P54764	acquired metabolic disease
Ephrin type-a receptor 4	P54764	carcinoma
Ephrin type-a receptor 4	P54764	amyotrophic lateral sclerosis
Ephrin type-a receptor 4	P54764	ureterocele
Ephrin type-a receptor 5	P54756	acquired immunodeficiency syndrome
Ephrin type-a receptor 5	P54756	relapsing fever
Ephrin type-a receptor 5	P54756	drug psychosis
Ephrin type-a receptor 5	P54756	acrodermatitis chronica atrophicans
Ephrin type-a receptor 5	P54756	carcinoma
Ephrin type-a receptor 6	Q9UF33	amyotrophic lateral sclerosis type 3
Ephrin type-a receptor 6	Q9UF33	oculoauricular syndrome
Ephrin type-a receptor 7	Q15375	brachydactyly-syndactyly syndrome
Ephrin type-a receptor 7	Q15375	ureterocele
Ephrin type-a receptor 7	Q15375	cancer
Ephrin type-a receptor 7	Q15375	kidney disease
Ephrin type-a receptor 7	Q15375	brachydactyly
Ephrin type-a receptor 8	P29322	carcinoma
Ephrin type-b receptor 1	P54762	acquired metabolic disease
Ephrin type-b receptor 1	P54762	carcinoma
Ephrin type-b receptor 2	P29323	carcinoma
Ephrin type-b receptor 2	P29323	craniofrontonasal syndrome
Ephrin type-b receptor 3	P54753	Kleefstra syndrome
Ephrin type-b receptor 3	P54753	carcinoma
Ephrin type-b receptor 3	P54753	omphalocele
Ephrin type-b receptor 4	P54760	carcinoma
Ephrin type-b receptor 4	P54760	cancer
Ephrin type-b receptor 6	O15197	cancer
Ephrin type-b receptor 6	O15197	Good syndrome
Ephrin-a1	P20827	cancer
Epidermal growth factor receptor	P00533	breast cancer
Epidermal growth factor receptor	P00533	paronychia
Epidermal growth factor receptor	P00533	stomatitis
Epidermal growth factor receptor	P00533	adenocarcinoma in situ
Epidermal growth factor receptor	P00533	ductal carcinoma in situ
Epidermal growth factor receptor	P00533	adenoma
Epidermal growth factor receptor	P00533	neutropenia
Epidermal growth factor receptor	P00533	kidney cancer
Epidermal growth factor receptor	P00533	brain cancer
Epidermal growth factor receptor	P00533	malignant glioma
Epithelial discoidin domain-containing receptor 1	Q08345	carcinoma
Epithelial discoidin domain-containing receptor 1	Q08345	cancer
Epithelial discoidin domain-containing receptor 1	Q08345	vitiligo
Estrogen receptor	P03372	carcinosarcoma
Estrogen receptor	P03372	retinoblastoma
Estrogen receptor	P03372	leiomyoma
Estrogen receptor	P03372	leiomyosarcoma
Estrogen receptor	P03372	lobular neoplasia
Estrogen receptor	P03372	ovarian cancer
Estrogen receptor	P03372	adenoma
Estrogen receptor	P03372	infertility
Estrogen receptor	P03372	uterine fibroid
Estrogen receptor	P03372	colorectal cancer
Estrogen receptor	P03372	breast disease
Estrogen receptor	P03372	endometriosis
Estrogen receptor	P03372	prostate cancer
Estrogen receptor	P03372	acquired metabolic disease
Estrogen receptor	P03372	obesity
Estrogen receptor	P03372	lung cancer
Estrogen receptor	P03372	heart disease
Estrogen receptor	P03372	vascular disease
Estrogen receptor	P03372	breast fibroadenoma
Estrogen receptor	P03372	Alzheimer's disease
Estrogen receptor beta	Q92731	transsexualism
Estrogen receptor beta	Q92731	osteoporosis
Estrogen receptor beta	Q92731	Alzheimer's disease
Estrogen receptor beta	Q92731	vascular disease
Estrogen receptor beta	Q92731	male infertility
Estrogen receptor beta	Q92731	ovarian dysfunction
Estrogen receptor beta	Q92731	endometriosis
Estrogen receptor beta	Q92731	idiopathic scoliosis
Estrogen receptor beta	Q92731	infertility
Estrogen-related receptor gamma	P62508	cancer
Estrogen-related receptor gamma	P62508	carcinoma
Estrogen-related receptor gamma	P62508	heart disease
Ethanolamine kinase 1	Q9HBU6	neuroendocrine carcinoma
Eukaryotic translation initiation factor 2-alpha kinase 1	Q9BQI3	thalassemia
Eukaryotic translation initiation factor 2-alpha kinase 3	Q9NZJ5	vascular disease
Eukaryotic translation initiation factor 2-alpha kinase 3	Q9NZJ5	central nervous system disease
Eukaryotic translation initiation factor 2-alpha kinase 4	Q9P2K8	carcinoma
Extracellular calcium-sensing receptor	P41180	hyperphosphatemia
Extracellular calcium-sensing receptor	P41180	cancer
Extracellular calcium-sensing receptor	P41180	parathyroid adenoma
Extracellular calcium-sensing receptor	P41180	osteitis fibrosa
Extracellular calcium-sensing receptor	P41180	cardiovascular system disease
Extracellular calcium-sensing receptor	P41180	adenoma
Extracellular calcium-sensing receptor	P41180	carcinoma
Extracellular calcium-sensing receptor	P41180	osteoporosis
Extracellular calcium-sensing receptor	P41180	multiple endocrine neoplasia type 1
Extracellular calcium-sensing receptor	P41180	hemochromatosis
Extracellular calcium-sensing receptor	P41180	type 2 diabetes mellitus
Extracellular calcium-sensing receptor	P41180	hyperhomocysteinemia
Extracellular calcium-sensing receptor	P41180	hypertension
Extracellular calcium-sensing receptor	P41180	basal ganglia calcification
Extracellular calcium-sensing receptor	P41180	hypophosphatemia
Extracellular calcium-sensing receptor	P41180	calcinosis
Extracellular tyrosine-protein kinase PKDCC	Q504Y2	osteoporosis
FMet-Leu-Phe receptor	P21462	olecranon bursitis
FMet-Leu-Phe receptor	P21462	Edwards syndrome
FMet-Leu-Phe receptor	P21462	Down syndrome
FMet-Leu-Phe receptor	P21462	Patau syndrome
FMet-Leu-Phe receptor	P21462	aggressive periodontitis
FMet-Leu-Phe receptor	P21462	interleukin-7 receptor alpha deficiency
FXYD domain-containing ion transport regulator 5	Q96DB9	intracranial hypotension
FXYD domain-containing ion transport regulator 5	Q96DB9	cancer
FXYD domain-containing ion transport regulator 6	Q9H0Q3	schizophrenia
Fas-activated serine/threonine kinase	Q14296	episodic ataxia type 1
Fibroblast growth factor receptor 1	P11362	achondroplasia
Fibroblast growth factor receptor 1	P11362	carcinoma
Fibroblast growth factor receptor 1	P11362	cleft palate
Fibroblast growth factor receptor 1	P11362	mastocytosis
Fibroblast growth factor receptor 1	P11362	CHARGE syndrome
Fibroblast growth factor receptor 1	P11362	cryptorchidism
Fibroblast growth factor receptor 1	P11362	lipoma
Fibroblast growth factor receptor 1	P11362	hypophosphatemia
Fibroblast growth factor receptor 1	P11362	cleft lip
Fibroblast growth factor receptor 1	P11362	syndactyly
Fibroblast growth factor receptor 1	P11362	hypereosinophilic syndrome
Fibroblast growth factor receptor 2	P21802	hypospadias
Fibroblast growth factor receptor 2	P21802	carcinoma
Fibroblast growth factor receptor 2	P21802	choanal atresia
Fibroblast growth factor receptor 2	P21802	cleft palate
Fibroblast growth factor receptor 2	P21802	distal 10q deletion syndrome
Fibroblast growth factor receptor 2	P21802	acanthosis nigricans
Fibroblast growth factor receptor 2	P21802	hypochondroplasia
Fibroblast growth factor receptor 2	P21802	endometrial cancer
Fibroblast growth factor receptor 2	P21802	humeroradial synostosis
Fibroblast growth factor receptor 2	P21802	cholesteatoma
Fibroblast growth factor receptor 2	P21802	gout
Fibroblast growth factor receptor 2	P21802	achondroplasia
Fibroblast growth factor receptor 2	P21802	hydrocephalus
Fibroblast growth factor receptor 2	P21802	thanatophoric dysplasia
Fibroblast growth factor receptor 3	P22607	keratosis
Fibroblast growth factor receptor 3	P22607	bladder transitional cell papilloma
Fibroblast growth factor receptor 3	P22607	Wolf-Hirschhorn syndrome
Fibroblast growth factor receptor 3	P22607	brachydactyly
Fibroblast growth factor receptor 3	P22607	urinary system cancer
Fibroblast growth factor receptor 3	P22607	non-invasive bladder papillary urothelial neoplasm
Fibroblast growth factor receptor 3	P22607	epidermal nevus
Fibroblast growth factor receptor 3	P22607	carcinoma
Fibroblast growth factor receptor 3	P22607	upper respiratory tract disease
Fibroblast growth factor receptor 3	P22607	Kabuki syndrome
Fibroblast growth factor receptor 3	P22607	skin cancer
Fibroblast growth factor receptor 4	P22455	cancer
Fibroblast growth factor receptor 4	P22455	craniosynostosis
Focal adhesion kinase 1	Q05397	carcinoma
Follicle-stimulating hormone receptor	P23945	carcinoma
Follicle-stimulating hormone receptor	P23945	endometriosis
Follicle-stimulating hormone receptor	P23945	ovarian cancer
Follicle-stimulating hormone receptor	P23945	hypogonadism
Follicle-stimulating hormone receptor	P23945	male infertility
Follicle-stimulating hormone receptor	P23945	ovarian dysfunction
Follicle-stimulating hormone receptor	P23945	amenorrhea
Free fatty acid receptor 1	O14842	hypoglycemia
Free fatty acid receptor 1	O14842	obesity
Free fatty acid receptor 2	O15552	inflammatory bowel disease
Free fatty acid receptor 2	O15552	diabetes mellitus
Free fatty acid receptor 2	O15552	obesity
Free fatty acid receptor 3	O14843	diabetes mellitus
Free fatty acid receptor 3	O14843	obesity
Free fatty acid receptor 4	Q5NUL3	obesity
Free fatty acid receptor 4	Q5NUL3	diabetes mellitus
Frizzled-1	Q9UP38	Robinow syndrome
Frizzled-1	Q9UP38	cancer
Frizzled-1	Q9UP38	exudative vitreoretinopathy
Frizzled-1	Q9UP38	dental caries
Frizzled-10	Q9ULW2	pathological gambling
Frizzled-10	Q9ULW2	impulse control disorder
Frizzled-2	Q14332	omodysplasia
Frizzled-3	Q9NPG1	type 2 diabetes mellitus
Frizzled-3	Q9NPG1	schizophrenia
Frizzled-3	Q9NPG1	substance-induced psychosis
Frizzled-4	Q9ULV1	leukocoria
Frizzled-4	Q9ULV1	retinal detachment
Frizzled-4	Q9ULV1	persistent hyperplastic primary vitreous
Frizzled-4	Q9ULV1	retinopathy of prematurity
Frizzled-4	Q9ULV1	Coats disease
Frizzled-6	O60353	nonsyndromic congenital nail disorder 1
Frizzled-7	O75084	cancer
Frizzled-8	Q9H461	interstitial cystitis
Frizzled-9	O00144	Williams-Beuren syndrome
Fxyd domain-containing ion transport regulator 3	Q14802	cancer
G protein-activated inward rectifier potassium channel 1	P48549	rheumatoid arthritis
G protein-activated inward rectifier potassium channel 1	P48549	sinoatrial node disease
G protein-activated inward rectifier potassium channel 1	P48549	pain agnosia
G protein-activated inward rectifier potassium channel 1	P48549	atrial fibrillation
G protein-activated inward rectifier potassium channel 2	P48051	pain agnosia
G protein-activated inward rectifier potassium channel 2	P48051	Parkinson's disease
G protein-activated inward rectifier potassium channel 2	P48051	intellectual disability
G protein-activated inward rectifier potassium channel 2	P48051	substance-related disorder
G protein-activated inward rectifier potassium channel 2	P48051	alcohol dependence
G protein-activated inward rectifier potassium channel 3	Q92806	morphine dependence
G protein-activated inward rectifier potassium channel 3	Q92806	Schnyder corneal dystrophy
G protein-activated inward rectifier potassium channel 3	Q92806	alcohol dependence
G protein-activated inward rectifier potassium channel 3	Q92806	pain agnosia
G protein-activated inward rectifier potassium channel 4	P48544	hypokalemia
G protein-activated inward rectifier potassium channel 4	P48544	hypertension
G protein-activated inward rectifier potassium channel 4	P48544	adrenal cortical adenocarcinoma
G protein-activated inward rectifier potassium channel 4	P48544	atrial fibrillation
G protein-activated inward rectifier potassium channel 4	P48544	adrenal gland cancer
G protein-coupled receptor kinase 4	P32298	hypertension
G protein-coupled receptor kinase 5	P34947	type 2 diabetes mellitus
G protein-coupled receptor kinase 5	P34947	Crohn's disease
G protein-coupled receptor kinase 7	Q8WTQ7	Leber congenital amaurosis
G protein-coupled receptor kinase 7	Q8WTQ7	fundus dystrophy
G protein-coupled receptor kinase 7	Q8WTQ7	retinitis pigmentosa
G protein-coupled receptor kinase 7	Q8WTQ7	night blindness
G-protein coupled bile acid receptor 1	Q8TDU6	metabolic syndrome X
G-protein coupled bile acid receptor 1	Q8TDU6	obesity
G-protein coupled bile acid receptor 1	Q8TDU6	Leber congenital amaurosis
G-protein coupled bile acid receptor 1	Q8TDU6	fatty liver disease
G-protein coupled bile acid receptor 1	Q8TDU6	cholestasis
G-protein coupled bile acid receptor 1	Q8TDU6	diabetes mellitus
G-protein coupled bile acid receptor 1	Q8TDU6	sclerosing cholangitis
G-protein coupled bile acid receptor 1	Q8TDU6	liver disease
G-protein coupled estrogen receptor 1	Q99527	vascular disease
G-protein coupled estrogen receptor 1	Q99527	cancer
G-protein coupled receptor 1	P46091	human immunodeficiency virus infectious disease
G-protein coupled receptor 12	P47775	thoracic aortic aneurysm
G-protein coupled receptor 124	Q96PE1	arteriovenous malformation
G-protein coupled receptor 126	Q86SQ4	carcinoma
G-protein coupled receptor 126	Q86SQ4	distal arthrogryposis
G-protein coupled receptor 126	Q86SQ4	bone structure disease
G-protein coupled receptor 126	Q86SQ4	acquired metabolic disease
G-protein coupled receptor 126	Q86SQ4	chronic obstructive pulmonary disease
G-protein coupled receptor 126	Q86SQ4	food allergy
G-protein coupled receptor 143	P51810	oculocutaneous albinism
G-protein coupled receptor 143	P51810	megalocornea
G-protein coupled receptor 15	P49685	Hodgkin's lymphoma
G-protein coupled receptor 15	P49685	Horner's syndrome
G-protein coupled receptor 15	P49685	acquired immunodeficiency syndrome
G-protein coupled receptor 15	P49685	B-cell lymphoma
G-protein coupled receptor 15	P49685	gray zone lymphoma
G-protein coupled receptor 161	Q8N6U8	chikungunya
G-protein coupled receptor 161	Q8N6U8	spindle cell hemangioma
G-protein coupled receptor 161	Q8N6U8	growth hormone secreting pituitary adenoma
G-protein coupled receptor 183	P32249	Crohn's disease
G-protein coupled receptor 183	P32249	cerebrotendinous xanthomatosis
G-protein coupled receptor 20	Q99678	cognitive disorder
G-protein coupled receptor 3	P46089	premature ovarian failure
G-protein coupled receptor 3	P46089	growth hormone secreting pituitary adenoma
G-protein coupled receptor 35	Q9HC97	VACTERL association
G-protein coupled receptor 35	Q9HC97	cholecystolithiasis
G-protein coupled receptor 35	Q9HC97	Crohn's disease
G-protein coupled receptor 35	Q9HC97	gastrointestinal system disease
G-protein coupled receptor 35	Q9HC97	ulcerative colitis
G-protein coupled receptor 39	O43194	cardiovascular system disease
G-protein coupled receptor 39	O43194	Plummer's disease
G-protein coupled receptor 4	P46093	metabolic acidosis
G-protein coupled receptor 4	P46093	molluscum contagiosum
G-protein coupled receptor 4	P46093	rectal prolapse
G-protein coupled receptor 56	Q9Y653	intellectual disability
G-protein coupled receptor 56	Q9Y653	lissencephaly
G-protein coupled receptor 56	Q9Y653	epilepsy
G-protein coupled receptor 56	Q9Y653	periventricular nodular heterotopia
G-protein coupled receptor 98	Q8WXG9	blindness
G-protein coupled receptor 98	Q8WXG9	liver cancer
G-protein coupled receptor 98	Q8WXG9	osteoporosis
G-protein coupled receptor 98	Q8WXG9	carcinoma
G-protein coupled receptor 98	Q8WXG9	epilepsy
G-protein coupled receptor 98	Q8WXG9	nonsyndromic deafness
G-protein coupled receptor family C group 5 member B	Q9NZH0	acquired metabolic disease
G-protein coupled receptor family c group 5 member d	Q9NZD1	chromosome 13q14 deletion syndrome
G-protein coupled receptor family c group 6 member a	Q5T6X5	prostate cancer
Galanin receptor type 1	P47211	chromosome 18q deletion syndrome
Galanin receptor type 1	P47211	epilepsy
Galanin receptor type 1	P47211	heart conduction disease
Galanin receptor type 1	P47211	head and neck cancer
Galanin receptor type 2	O43603	head and neck cancer
Galanin receptor type 2	O43603	epilepsy
Gamma-aminobutyric acid receptor subunit alpha-1	P14867	alcohol dependence
Gamma-aminobutyric acid receptor subunit alpha-1	P14867	carcinoma
Gamma-aminobutyric acid receptor subunit alpha-2	P47869	conduct disorder
Gamma-aminobutyric acid receptor subunit alpha-2	P47869	intermittent explosive disorder
Gamma-aminobutyric acid receptor subunit alpha-2	P47869	antisocial personality disorder
Gamma-aminobutyric acid receptor subunit alpha-2	P47869	acute stress disorder
Gamma-aminobutyric acid receptor subunit alpha-2	P47869	Wolfram syndrome
Gamma-aminobutyric acid receptor subunit alpha-2	P47869	carcinoma
Gamma-aminobutyric acid receptor subunit alpha-2	P47869	substance abuse
Gamma-aminobutyric acid receptor subunit alpha-2	P47869	nicotine dependence
Gamma-aminobutyric acid receptor subunit alpha-2	P47869	cannabis dependence
Gamma-aminobutyric acid receptor subunit alpha-3	P34903	bipolar disorder
Gamma-aminobutyric acid receptor subunit alpha-3	P34903	centronuclear myopathy
Gamma-aminobutyric acid receptor subunit alpha-3	P34903	carcinoma
Gamma-aminobutyric acid receptor subunit alpha-3	P34903	mucopolysaccharidosis II
Gamma-aminobutyric acid receptor subunit alpha-3	P34903	reflex sympathetic dystrophy
Gamma-aminobutyric acid receptor subunit alpha-4	P48169	schizoaffective disorder
