[label]	uniprot	tissue_label
Proto-oncogene tyrosine-protein kinase src	P12931	NIH-3T3 cell
Proto-oncogene tyrosine-protein kinase src	P12931	breast
Proto-oncogene tyrosine-protein kinase src	P12931	kidney
Proto-oncogene tyrosine-protein kinase src	P12931	blood
Proto-oncogene tyrosine-protein kinase src	P12931	immune system
Proto-oncogene tyrosine-protein kinase src	P12931	muscle
Proto-oncogene tyrosine-protein kinase src	P12931	periosteum
Proto-oncogene tyrosine-protein kinase src	P12931	breast cancer cell line
Proto-oncogene tyrosine-protein kinase src	P12931	breast cancer cell
Proto-oncogene tyrosine-protein kinase src	P12931	brain
Putative gonadotropin-releasing hormone ii receptor	Q96P88	prostate gland
Putative gonadotropin-releasing hormone ii receptor	Q96P88	brain
Pyridoxal kinase	O00764	lung
Pyruvate kinase PKLR	P30613	erythrocyte
Pyruvate kinase pkm	P14618	thymus
Pyruvate kinase pkm	P14618	sternum
Pyruvate kinase pkm	P14618	spleen
Pyruvate kinase pkm	P14618	thyroid gland
Rac-alpha serine/threonine-protein kinase	P31749	bone marrow
Rac-alpha serine/threonine-protein kinase	P31749	hepatoma cell
Rac-alpha serine/threonine-protein kinase	P31749	blood vessel endothelium
Rac-alpha serine/threonine-protein kinase	P31749	prostate gland
Rac-alpha serine/threonine-protein kinase	P31749	lung
Rac-alpha serine/threonine-protein kinase	P31749	prostate cancer cell line
Rac-alpha serine/threonine-protein kinase	P31749	colorectal cancer cell
Rac-alpha serine/threonine-protein kinase	P31749	pancreas
Rac-alpha serine/threonine-protein kinase	P31749	gastric cancer cell
Rac-alpha serine/threonine-protein kinase	P31749	breast cancer cell line
Rac-alpha serine/threonine-protein kinase	P31749	pancreatic cancer cell
Rac-alpha serine/threonine-protein kinase	P31749	mammary gland cell line
Rac-alpha serine/threonine-protein kinase	P31749	artery
Rac-alpha serine/threonine-protein kinase	P31749	prostate gland cancer cell
Rac-alpha serine/threonine-protein kinase	P31749	3T3-L1 cell
Rac-alpha serine/threonine-protein kinase	P31749	adipocyte
Rac-alpha serine/threonine-protein kinase	P31749	immune system
Rac-alpha serine/threonine-protein kinase	P31749	kidney
Rac-alpha serine/threonine-protein kinase	P31749	ovary cancer cell
Rac-alpha serine/threonine-protein kinase	P31749	neuron
Rac-alpha serine/threonine-protein kinase	P31749	intestine
Rac-alpha serine/threonine-protein kinase	P31749	skin
Rac-alpha serine/threonine-protein kinase	P31749	ovary cancer cell line
Rac-alpha serine/threonine-protein kinase	P31749	breast
Rac-alpha serine/threonine-protein kinase	P31749	heart
Rac-alpha serine/threonine-protein kinase	P31749	myotube
Rac-alpha serine/threonine-protein kinase	P31749	blood
Rac-alpha serine/threonine-protein kinase	P31749	lung cancer cell
Rac-alpha serine/threonine-protein kinase	P31749	colonic cancer cell
Rac-alpha serine/threonine-protein kinase	P31749	adult
Rac-alpha serine/threonine-protein kinase	P31749	spinal cord
Rac-alpha serine/threonine-protein kinase	P31749	breast cancer cell
Rac-alpha serine/threonine-protein kinase	P31749	HUVEC cell
Rac-beta serine/threonine-protein kinase	P31751	ovary
Raf proto-oncogene serine/threonine-protein kinase	P04049	lung
Raf proto-oncogene serine/threonine-protein kinase	P04049	testis
Raf proto-oncogene serine/threonine-protein kinase	P04049	skin
Receptor tyrosine-protein kinase erbb-2	P04626	ovary
Receptor tyrosine-protein kinase erbb-2	P04626	lymph node
Receptor tyrosine-protein kinase erbb-2	P04626	ovary cancer cell line
Receptor tyrosine-protein kinase erbb-2	P04626	intestine
Receptor tyrosine-protein kinase erbb-2	P04626	blood
Receptor tyrosine-protein kinase erbb-2	P04626	myoepithelium
Receptor tyrosine-protein kinase erbb-2	P04626	mammary gland cell line
Receptor tyrosine-protein kinase erbb-2	P04626	gastroesophageal junction
Receptor tyrosine-protein kinase erbb-2	P04626	needle
Receptor tyrosine-protein kinase erbb-2	P04626	lung
Receptor tyrosine-protein kinase erbb-3	P21860	breast cancer cell
Receptor tyrosine-protein kinase erbb-3	P21860	intestine
Receptor tyrosine-protein kinase erbb-3	P21860	breast
Receptor tyrosine-protein kinase erbb-3	P21860	breast cancer cell line
Receptor tyrosine-protein kinase erbb-4	Q15303	breast
Receptor-type tyrosine-protein kinase flt3	P36888	lymph node
Receptor-type tyrosine-protein kinase flt3	P36888	blood
Receptor-type tyrosine-protein kinase flt3	P36888	adult
Receptor-type tyrosine-protein kinase flt3	P36888	acute myeloid leukemia cell
Receptor-type tyrosine-protein kinase flt3	P36888	spleen
Receptor-type tyrosine-protein kinase flt3	P36888	hematopoietic stem cell
Receptor-type tyrosine-protein kinase flt3	P36888	MV4-11 cell
Relaxin receptor 2	Q8WXD0	gubernaculum testis
Relaxin receptor 2	Q8WXD0	Leydig cell
Retinoic acid receptor alpha	P10276	acute myeloid leukemia cell
Retinoic acid receptor rxr-alpha	P19793	brain
Retinoic acid-induced protein 3	Q8NFJ5	intestine
Rhodopsin	P08100	compound eye
Ribose-phosphate pyrophosphokinase 1	P60891	testis
Ribose-phosphate pyrophosphokinase 1	P60891	kidney
Ribosomal protein s6 kinase beta-1	P23443	muscle
Ribosomal protein s6 kinase-like 1	Q9Y6S9	brain
Ryanodine receptor 1	P21817	myotube
Ryanodine receptor 2	Q92736	brain
Ryanodine receptor 2	Q92736	heart
Ryanodine receptor 2	Q92736	muscle
Sedoheptulokinase	Q9UHJ6	head kidney
Serine-protein kinase atm	Q13315	B-lymphocyte
Serine-protein kinase atm	Q13315	blood
Serine-protein kinase atm	Q13315	natural killer cell
Serine-protein kinase atm	Q13315	immune system
Serine-protein kinase atm	Q13315	culture condition:CD4+ cell
Serine-protein kinase atm	Q13315	breast
Serine/threonine-protein kinase 10	O94804	renal vein
Serine/threonine-protein kinase 25	O00506	lung
Serine/threonine-protein kinase 25	O00506	eye
Serine/threonine-protein kinase 26	Q9P289	thymus
Serine/threonine-protein kinase 32c	Q86UX6	brain
Serine/threonine-protein kinase 38	Q15208	Mo-B cell
Serine/threonine-protein kinase 40	Q8N2I9	stomach
Serine/threonine-protein kinase atr	Q13535	heart
Serine/threonine-protein kinase atr	Q13535	blood vessel
Serine/threonine-protein kinase atr	Q13535	microvascular endothelial cell line
Serine/threonine-protein kinase chk2	O96017	breast
Serine/threonine-protein kinase d1	Q15139	cyst
Serine/threonine-protein kinase dclk3	Q9C098	urine
Serine/threonine-protein kinase greatwall	Q96GX5	pancreas
Serine/threonine-protein kinase kist	Q8TAS1	brain
Serine/threonine-protein kinase kist	Q8TAS1	stomach
Serine/threonine-protein kinase mark1	Q9P0L2	brain
Serine/threonine-protein kinase mrck beta	Q9Y5S2	eye
Serine/threonine-protein kinase mrck beta	Q9Y5S2	brain
Serine/threonine-protein kinase mtor	P42345	fruit
Serine/threonine-protein kinase mtor	P42345	blood
Serine/threonine-protein kinase mtor	P42345	muscle
Serine/threonine-protein kinase mtor	P42345	kidney
Serine/threonine-protein kinase mtor	P42345	immune system
Serine/threonine-protein kinase nek10	Q6ZWH5	prostate gland
Serine/threonine-protein kinase nek10	Q6ZWH5	heart
Serine/threonine-protein kinase nek10	Q6ZWH5	intestine
Serine/threonine-protein kinase nek10	Q6ZWH5	uterus
Serine/threonine-protein kinase nek7	Q8TDX7	brain
Serine/threonine-protein kinase nlk	Q9UBE8	brain
Serine/threonine-protein kinase pak 2	Q13177	brain
Serine/threonine-protein kinase pim-1	P11309	pulvinar
Serine/threonine-protein kinase pim-2	Q9P1W9	brain
Serine/threonine-protein kinase pim-2	Q9P1W9	blood
Serine/threonine-protein kinase pink1, mitochondrial	Q9BXM7	neuron
Serine/threonine-protein kinase plk1	P53350	vegetative cell
Serine/threonine-protein kinase plk1	P53350	brain
Serine/threonine-protein kinase plk2	Q9NYY3	testis
Serine/threonine-protein kinase plk2	Q9NYY3	kidney
Serine/threonine-protein kinase plk2	Q9NYY3	liver
Serine/threonine-protein kinase plk3	Q9H4B4	heart
Serine/threonine-protein kinase receptor r3	P37023	heart
Serine/threonine-protein kinase receptor r3	P37023	pulmonary artery
Serine/threonine-protein kinase rio3	O14730	testis
Serine/threonine-protein kinase sgk1	O00141	placenta
Serine/threonine-protein kinase sgk1	O00141	kidney
Serine/threonine-protein kinase sgk1	O00141	blood
Serine/threonine-protein kinase sgk1	O00141	testis
Serine/threonine-protein kinase sgk1	O00141	lung
Serine/threonine-protein kinase tao3	Q9H2K8	brain
Serine/threonine-protein kinase tnni3k	Q59H18	brain
Serine/threonine-protein kinase wnk1	Q9H4A3	testis
Serine/threonine-protein kinase wnk1	Q9H4A3	placenta
Sodium channel protein type 10 subunit alpha	Q9Y5Y9	peripheral nerve
Sodium channel protein type 10 subunit alpha	Q9Y5Y9	neuron
Sodium channel protein type 10 subunit alpha	Q9Y5Y9	lymph node
Sodium channel protein type 4 subunit alpha	P35499	muscle
Sodium channel protein type 5 subunit alpha	Q14524	muscle
Sodium channel protein type 8 subunit alpha	Q9UQD0	brain
Sodium channel protein type 9 subunit alpha	Q15858	peripheral nerve
Somatostatin receptor type 2	P30874	brain
Somatostatin receptor type 4	P31391	ovary
Sphingosine 1-phosphate receptor 1	P21453	brain
Sphingosine 1-phosphate receptor 5	Q9H228	brain
Sphingosine kinase 2	Q9NRA0	testis
Srsf protein kinase 2	P78362	testis
Ste20-related kinase adapter protein beta	Q9C0K7	brain
Steroid hormone receptor err1	P11474	ascites
Steroid hormone receptor err2	O95718	trophoblast stem cell
Steroidogenic factor 1	Q13285	adrenal gland
Steroidogenic factor 1	Q13285	Leydig cell
Steroidogenic factor 1	Q13285	testis
Steroidogenic factor 1	Q13285	ovary
Substance-P receptor	P25103	spinal cord
Substance-P receptor	P25103	nerve
Substance-k receptor	P21452	urinary bladder
TBC domain-containing protein kinase-like protein	Q8TEA7	testis
Taste receptor type 1 member 1	Q7RTX1	taste bud
Taste receptor type 1 member 2	Q8TE23	taste bud
Taste receptor type 1 member 3	Q7RTX0	taste bud
Taste receptor type 2 member 42	Q7RTR8	Nthy-ori 3-1 cell
Tgf-beta receptor type-2	P37173	palatine uvula
Thyroid hormone receptor alpha	P10827	thyroid gland
Thyroid hormone receptor beta	P10828	thyroid gland
Thyrotropin receptor	P16473	thyroid nodule
Thyrotropin receptor	P16473	orbit
Titin	Q8WZ42	filament
Titin	Q8WZ42	larynx
Titin	Q8WZ42	liver
Trace amine-associated receptor 8	Q969N4	embryonic tracheal system
Transient receptor potential cation channel subfamily M member 5	Q9NZQ8	taste bud
Transient receptor potential cation channel subfamily M member 8	Q7Z2W7	neuron
Transient receptor potential cation channel subfamily M member 8	Q7Z2W7	spinal ganglion
Transient receptor potential cation channel subfamily M member 8	Q7Z2W7	peripheral nerve
Transient receptor potential cation channel subfamily V member 1	Q8NER1	peripheral nerve
Transient receptor potential cation channel subfamily V member 1	Q8NER1	spinal cord
Transient receptor potential cation channel subfamily V member 1	Q8NER1	neuron
Transient receptor potential cation channel subfamily V member 1	Q8NER1	trigeminal nerve
Transient receptor potential cation channel subfamily V member 1	Q8NER1	ganglion
Transient receptor potential cation channel subfamily V member 1	Q8NER1	fiber
Transient receptor potential cation channel subfamily V member 1	Q8NER1	vagus nerve
Transient receptor potential cation channel subfamily V member 6	Q9H1D0	duodenum
Transient receptor potential cation channel subfamily a member 1	O75762	trigeminal nerve
Transient receptor potential cation channel subfamily a member 1	O75762	neuron
Transient receptor potential cation channel subfamily a member 1	O75762	peripheral nerve
Transient receptor potential cation channel subfamily m member 1	Q7Z4N2	bipolar cell
Transmembrane channel-like protein 1	Q8TDI8	hair cell
Transmembrane channel-like protein 2	Q8TDI7	hair cell
Tribbles homolog 2	Q92519	testis
Trimeric intracellular cation channel type B	Q9NVV0	testis
Trimeric intracellular cation channel type B	Q9NVV0	brain
Trimeric intracellular cation channel type a	Q9H6F2	skeletal muscle
Two pore calcium channel protein 1	Q9ULQ1	thyroid cancer cell
Two pore calcium channel protein 1	Q9ULQ1	B-CPAP cell
Type-1 angiotensin II receptor	P30556	kidney
Type-1 angiotensin II receptor	P30556	blood
Type-1 angiotensin II receptor	P30556	artery
Type-1 angiotensin II receptor	P30556	heart
Type-1 angiotensin II receptor	P30556	muscle
Type-2 angiotensin II receptor	P50052	Mat-Ly-Lu cell
Type-2 angiotensin II receptor	P50052	artery
Type-2 angiotensin II receptor	P50052	heart
Tyrosine-protein kinase abl1	P00519	brain
Tyrosine-protein kinase abl1	P00519	immune system
Tyrosine-protein kinase abl1	P00519	bone marrow
Tyrosine-protein kinase abl1	P00519	blood
Tyrosine-protein kinase abl1	P00519	K-562 cell
Tyrosine-protein kinase abl1	P00519	hematopoietic stem cell
Tyrosine-protein kinase btk	Q06187	chronic lymphocytic leukemia cell
Tyrosine-protein kinase btk	Q06187	B-lymphocyte
Tyrosine-protein kinase csk	P41240	blood
Tyrosine-protein kinase fgr	P09769	blood
Tyrosine-protein kinase fyn	P06241	immune system
Tyrosine-protein kinase fyn	P06241	brain
Tyrosine-protein kinase hck	P08631	heart
Tyrosine-protein kinase hck	P08631	blood
Tyrosine-protein kinase jak2	O60674	immune system
Tyrosine-protein kinase jak2	O60674	hematopoietic stem cell
Tyrosine-protein kinase jak2	O60674	blood
Tyrosine-protein kinase jak2	O60674	bone marrow
Tyrosine-protein kinase jak3	P52333	immune system
Tyrosine-protein kinase lck	P06239	T-lymphocyte
Tyrosine-protein kinase lyn	P07948	blood
Tyrosine-protein kinase lyn	P07948	mast cell
Tyrosine-protein kinase lyn	P07948	immune system
Tyrosine-protein kinase receptor tie-1	P35590	brain
Tyrosine-protein kinase receptor tie-1	P35590	blood vessel
Tyrosine-protein kinase receptor tie-1	P35590	placenta
Tyrosine-protein kinase receptor ufo	P30530	brain
Tyrosine-protein kinase syk	P43405	immune system
Tyrosine-protein kinase syk	P43405	mast cell
Tyrosine-protein kinase syk	P43405	blood
Tyrosine-protein kinase transmembrane receptor ror2	Q01974	placenta
Tyrosine-protein kinase zap-70	P43403	chronic lymphocytic leukemia cell
Tyrosine-protein kinase zap-70	P43403	immune system
UMP-CMP kinase	P30085	lung
Uridine-cytidine kinase 2	Q9BZX2	SW-1573 cell
Uridine-cytidine kinase 2	Q9BZX2	brain
Vascular endothelial growth factor receptor 1	P17948	blood
Vascular endothelial growth factor receptor 1	P17948	heart
Vascular endothelial growth factor receptor 1	P17948	trophoblast
Vascular endothelial growth factor receptor 1	P17948	blood vessel
Vascular endothelial growth factor receptor 1	P17948	HUVEC cell
Vascular endothelial growth factor receptor 1	P17948	vasculature
Vascular endothelial growth factor receptor 2	P35968	heart
Vascular endothelial growth factor receptor 2	P35968	muscle
Vascular endothelial growth factor receptor 2	P35968	vasculature
Vascular endothelial growth factor receptor 2	P35968	HUVEC cell
Vascular endothelial growth factor receptor 2	P35968	hematopoietic stem cell
Vascular endothelial growth factor receptor 2	P35968	embryonic stem cell
Vascular endothelial growth factor receptor 2	P35968	bone marrow
Vascular endothelial growth factor receptor 2	P35968	blood
Vascular endothelial growth factor receptor 2	P35968	chorioallantois
Vascular endothelial growth factor receptor 3	P35916	blood vessel
Vascular endothelial growth factor receptor 3	P35916	heart
Vasoactive intestinal polypeptide receptor 1	P32241	crown gall
Vasopressin V2 receptor	P30518	urine
Vasopressin V2 receptor	P30518	cervical spine
Vasopressin V2 receptor	P30518	nasal cavity
Vitamin d3 receptor	P11473	intestine
Vitamin d3 receptor	P11473	lumbar spine
Vitamin d3 receptor	P11473	blood
Vitamin d3 receptor	P11473	osteoblast
Vitamin d3 receptor	P11473	kidney
Vitamin d3 receptor	P11473	thyroid gland
Voltage-dependent L-type calcium channel subunit alpha-1C	Q13936	muscle
Voltage-dependent calcium channel gamma-like subunit	Q8WXS4	cuticle
Voltage-dependent l-type calcium channel subunit alpha-1d	Q01668	inner hair cell
Voltage-dependent l-type calcium channel subunit alpha-1s	Q13698	muscle
[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	O14874	testis
[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	O14874	brain
[pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	Q15119	kidney
[pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial	Q15120	brain
[pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial	Q16654	skeletal muscle
